Song ID,Title,Lyrics URL,Combined Annotations,Wikipedia Annotation,Lyrics
396324,The Name of the Game,https://genius.com/Abba-the-name-of-the-game-lyrics,"“The Name of the Game”, first called “A Bit of Myself”, was the first song to be recorded for ABBA’s fifth studio album, following the band’s European and Australian tour. It was their most complex composition yet – with Agnetha Fältskog and Anni-Frid Lyngstad sharing the lead vocals but with solo passages from both women – and contained the influences of the laid-back California sound of the day.  The opening riff on bass and synthesizer is inspired by Stevie Wonder’s “I Wish” from the 1976 album Songs in the Key of Life, and both Andersson and Ulvaeus have acknowledged being inspired by Wonder’s music during this part of ABBA’s career.  A preliminary version of “The Name of the Game” was worked into the 1977 feature film ABBA: The Movie, for which it was written. When it was eventually finished, it was released as the lead single from ABBA: The Album in October 1977. Originally, another track entitled “Hole in Your Soul” was intended for release, but those plans were soon shelved. “The Name of the Game” was released with a live version of “I Wonder (Departure)” as the B-side. This B-side was one of several songs written for the mini-musical The Girl with the Golden Hair, written by Ulvaeus and Andersson and originally performed by ABBA on their 1977 world tour. The recording used on “The Name of the Game” single was recorded at Sydney Showground, Sydney, Australia on 3 or 4 March 1977. A studio recorded version of the song was included on ABBA: The Album.  “The Name of The Game” also marks the last time Stig Anderson helped with the lyrics of a single.",No Wikipedia annotation found (artist name not mentioned),"I've seen you twice, in a short time
Only a week since we started
It seems to me, for every time
I'm getting more open-hearted
I was an impossible case

No-one ever could reach me

But I think I can see in your face

There's a lot you can teach me

So I wanna know..



What's the name of the game?

Does it mean anything to you?

What's the name of the game?

Can you feel it the way I do?

Tell me please, 'cause I have to know

I'm a bashful child, beginning to grow



And you make me talk

And you make me feel

And you make me show

What I'm trying to conceal

If I trust in you, would you let me down?

Would you laugh at me, if I said I care for you?

Could you feel the same way too?

I wanna know..



The name of the game



I have no friends, no-one to see

And I am never invited

Now I am here, talking to you

No wonder I get excited



Your smile, and the sound of your voice

And the way you see through me

Got a feeling, you give me no choice

But it means a lot to me

So I wanna know..



What's the name of the game?

(Your smile and the sound of your voice)

Does it mean anything to you?

(Got a feeling you give me no choice)

But it means a lot, what's the name of the game?

(Your smile and the sound of your voice)

Can you feel it the way I do?

Tell me please, 'cause I have to know

I'm a bashful child, beginning to grow



And you make me talk

And you make me feel

And you make me show

What I'm trying to conceal

If I trust in you, would you let me down?

Would you laugh at me, if I said I care for you?

Could you feel the same way too?

I wanna know..

Oh yes I wanna know..



The name of the game

(I was an impossible case)

Does it mean anything to you?

(But I think I can see in your face)

That it means a lot

What's the name of the game?

(Your smile and the sound of your voice)

Can you feel it the way I do?

(Got a feeling you give me no choice)

But it means a lot, what's the name of the game?

(I was an impossible case)

Does it mean anything to you?

(But I think I can see in your face)

That it means a lot"
4710141,Just Like That,https://genius.com/Abba-just-like-that-lyrics,"Perhaps one of the most famous songs that have never been officially released, “Just Like That” was recorded in 1982 for ABBA’s original ninth studio album which was cancelled. The song’s synthesiser line would later be used on “Under Attack”, the final single ABBA released in 1982 before going their separate ways for almost 40 years.  Three versions are known to exist and all of them have surfaced on various bootleg compilations throughout the years after  . All versions are sung solo by Agnetha Fältskog, making it only the second track by ABBA to feature one vocalist – the first being “Like An Angel Passing Through My Room” from  , sung solo by Anni-Frid Lyngstad.  The first version, sometimes called the “slow version”, features a simpler, more relaxed instrumental focusing on a simple guitar line and light synthesisers. The second version is nearly identical but with the addition of Fältskog vocalising in the background in the beginning of the song, thus it is sometimes known as the “na na na version”.  The third and most well-known version is the completed version of the song, featuring the distinct saxophone line played by Raphael Ravenscroft. It was brought out of the vaults and digitally remastered initially for inclusion on 1993’s   but was replaced with the only other completed, then-unreleased song from ABBA’s 1982 recording sessions, “I am the City”. It would then be discussed for inclusion on 1994’s   box set, but its full inclusion was turned down in favour of only a short snippet being included as part of the “ABBA Undeleted” medley.","Just Like That may refer to:

Just Like That (novel), a 1994 novel by Lily Brett
Just Like That, a 2021 novel by Gary D. Schmidt
""Just Like That"", a catchphrase, a single, and a 1975 autobiography of comedian and magician Tommy Cooper, and two tribute shows dedicated to him


== Music ==
""Just Like That"" (Gemini song), a song by Gemini, written by ABBA
""Just Like That"" (Tommy Cooper song)
""Just Like That"", a song by Colbie Caillat, from the album Gypsy Heart
""Just Like That"", a song by Mims, from the album Music Is My Savior
""Just Like That"", a song by Bun B featuring Young Jeezy, from the album Trill OG
""Just Like That"", a song by Monrose, from the album Strictly Physical
""Just Like That"", a song by April Wine, from the album Electric Jewels
""Just Like That"", a 1964 song by Joe Brown
""Just Like That"", a 1959 song by The Robins
Just Like That, a 1980 album by Toots and the Maytals
Just Like That..., a 2022 album by Bonnie Raitt
""Just Like That"" (Bonnie Raitt song), the title song","Until that day
My life had been a river
Following the same, pre-destinated course,
Suddenly detouring so unexpectedly
With uncompromising force.
My strongholds broke down all too easily;

I remember well,

How it did embarrass me;

I hung on to his every smile

Marveled at his style



Just like that...

He walked into my house

As smug as a cat

He was handsome and smart

Walked away with my heart

Just like that...

He found a temporary home in my flat

Telling innocent lies

Throwing dust in my eyes

But I led him on,

Knowing that someday soon he'd be gone

Just like that...

As though he only stopped awhile for a chat;

But my secrets he learned

Leaving no stone unturned



And once again, the river's flowing slowly,

Following the same and uneventful course.

Now the tears have dried,

it's become a pleasant break,

I recall without remorse.

But now and then

I wonder where he is

And I will admit,

he had something that I miss.

I guess he was a rolling stone;

The only one I've known.



Just like that...

He walked into my house

As smug as a cat

He was handsome and smart

Walked away with my heart

Just like that...

He found a temporary home in my flat

Telling innocent lies

Throwing dust in my eyes

But I led him on,

Knowing that someday soon he'd be gone

Just like that...

As though he only stopped awhile for a chat;

But my secrets he learned

Leaving no stone unturned"
396305,Summer Night City [Single Version],https://genius.com/Abba-summer-night-city-single-version-lyrics,"The recording sessions for “Summer Night City” began in early 1978. It had the working titles of “Kalle Sändare” and “Dancing in the Moonlight”. ABBA’s new recording studio, Polar Music Studio, had opened in May 1978, but had not been ready to use initially, so the primary backing track had been recorded at Metronome Studio. A 43-second ballad-style introduction to the song had been edited out to improve the overall quality, but nothing seemed to work. Allegedly, mixing the single took at least a week, far more than it took to mix any other track in ABBA’s recording history. They felt something was wrong with the recording but couldn’t put their finger on it. In the end, the song had an enormous amount of compression applied to it to give it a more “driving” sound. Agnetha has been quoted as saying she didn’t like the song to start with, as she felt “it wasn’t ABBA” but later on grew to like it. A reluctant ABBA decided to release “Summer Night City” as a single in September despite their disappointment with the track in its current form. The group still performed the song live on their 1979 world tour, though with the original introduction that had been removed from the studio recording. The previously unreleased version with the extended introduction was finally released as part of the box set Thank You for the Music in 1994.  Their ambivalence about the record has surfaced occasionally in interviews where Benny has said “we shouldn’t have released that one”, and Bjorn called the recording “really lousy”",No Wikipedia annotation found (artist name not mentioned),"Summer night city
summer night city
Waiting for the sunrise
soul dancin' in the dark
summer night city

walkin' in the moonlight

love-makin' in a park

summer night city



In the sun I feel like sleepin'

I can't take it for too long

my impatience slowly creepin'

up my spine and growin' strong



I know what's waiting there for me

tonight I'm loose and fancy free

ah -



When the night comes with the action

I just know it's time to go

can't resist the strange attraction

from that giant dynamo

lots to take and lots to give

time to breathe and time to live



Waiting for the sunrise

soul dancin' in the dark

summer night city

walkin' in the moonlight

love-makin' in a park

summer night city



It's elusive call it glitter

somehow something turns me on

some folks only see the litter

we don't miss 'em when they're gone



I love the feeling in the air

my kind of people everywhere

ah -



When the night comes with the action

I just know it's time to go

can't resist the strange attraction

from that giant dynamo

and tomorrow when it's dawning

and the first birds start to sing

in the pale light of the morning

nothing's worth remembering

it's a dream, it's out of reach

scattered driftwood on a beach



Waiting for the sunrise

soul dancin' in the dark

summer night city

walkin' in the moonlight

love-makin' in a park

summer night city"
395852,Hasta Mañana,https://genius.com/Abba-hasta-manana-lyrics,"Initially fearing that “Waterloo” might be too risky to enter for the 1974 Eurovision Song Contest, the group considered performing the ballad “Hasta Mañana” instead, as they thought that it was more in style with previous Eurovision winners. Eventually, they decided on “Waterloo”, primarily because it featured Agnetha Fältskog and Anni-Frid Lyngstad sharing lead vocals, whereas “Hasta Mañana” had Fältskog as the sole lead vocalist. ABBA believed that this would give the wrong impression of them to the world.  The song was still known under its original working title “Who’s Gonna Love You?” when the backing track was recorded. The lyrics were later written by Stig Anderson while on a Christmas holiday to the Canary Islands and dictated over the telephone.  While the song was being recorded, they decided to give up on it at one point because none of them could sing it properly. Agnetha alone was in the studio and decided to play around with it. She felt if she could sing it in a Connie Francis style it would work — and it did.  In Australia, “Hasta Mañana” was later used as a B-side on the “So Long” single (which never charted). After being featured in the immensely popular The Best of ABBA TV Special, broadcast in March 1976, the song became a Top 20 hit in Australia and Top 10 hit in New Zealand.  It reached number 2 on the charts in South Africa in November 1974, where it remains immensely popular to this day.","""Hasta Mañana"" (Spanish for ""Until tomorrow"" or ""see you tomorrow"") is the fourth track on Swedish pop group ABBA's second studio album, Waterloo. It was released in 1974 as the album's third and final single.


== Background ==
Initially fearing that ""Waterloo"" might be too risky to enter for the 1974 Eurovision Song Contest, the group considered performing the ballad ""Hasta Mañana"" instead, as they thought that it was more in style with previous Eurovision winners. Eventually, they decided on ""Waterloo"", primarily because it featured Agnetha Fältskog and Anni-Frid Lyngstad sharing lead vocals, whereas ""Hasta Mañana"" had Fältskog as the sole lead vocalist. ABBA believed that this would give the wrong impression of them to the world.
The song was still known under its original working title ""Who's Gonna Love You?"" when the backing track was recorded. The lyrics were later written by Stig Anderson while on a Christmas holiday to the Canary Islands and dictated over the telephone.
While the song was being recorded, they decided to give up on it at one point because none of them could sing it properly.  Agnetha alone was in the studio and decided to play around with it.  She felt that if she could sing it in a Connie Francis style it would work — and it did.
In Australia, ""Hasta Mañana"" was used as a B-side on the ""So Long"" single (which never charted). After being featured in the popular The Best of ABBA TV Special, broadcast in March 1976, the song was re-released and became a Top 20 hit in Australia and Top 10 hit in New Zealand.
It reached number 2 on the charts in South Africa in November 1974.


== Charts ==

The Boones cover


== Cover versions ==
A recording by ABBA featuring Polar Music artist Lena Andersson on lead vocals was a 1974 Svensktoppen hit, as well as a cover version by dance band Schytts the same year. Lena Andersson also recorded German and Swedish language versions of the song, all using the original ABBA backing track.  This recording was a Swedish #1 single in 1975.
In 1975, Polish singer Anna Jantar recorded a Polish version titled ""Hasta Maniana"".
In 1975, Australian singer Judy Stone released her own recording as a single.
in 1975, Hong Kong singer Amina 阿美娜 recorded a Cantonese version titled ""Hasta Manana 情莫變"".
In 1977, the song was covered by American singer Debby Boone.  It was the B-side to her single ""You Light Up My Life"", which hit #1 on the US charts for an unprecedented (at the time) 10 consecutive weeks.  Benny and Bjorn indicated that they made more money off her cover than even ""Dancing Queen"" because Boone's song was a major international hit, and both A and B sides were paid royalties. Her cover, a duet with her father Pat Boone, was an Adult Contemporary hit in the United States (#32) and Canada (#37).
In 1978, a Swedish country band called Nashville Train (which included some of ABBA's own backing band members) covered the song on their album ABBA Our Way.
In 1979, Czech singer Helena Blehárová recorded a Czech version titled „Dáváš mi tisíc něžných příběhů“ to TV movie „Dostaveníčko s písničkou“.
In 1984, Hong Kong singer Sally Yeh covered this song in Cantonese.
In 1989, Swedish dansband Vikingarna released a version that became a Svensktoppen hit.
In 1992, Swedish dance group Army of Lovers released a version on the Swedish compilation ABBA - The Tribute. This cover was also included on the 1999 album ABBA: A Tribute - The 25th Anniversary Celebration.
In 1996, Belgian girl group Sha-Na recorded a dance version with Dutch lyrics that was released as a single.
In 1998, Spanish band Los Grey's recorded a Spanish version for their album Cosa De Locos.
In 1979, It was composed as the first copy song of the upcoming singer from Myanmar, Htoo Eain Thin. It name was ""ကန္တာရနှလုံးသား"".


== References ==


== External links ==
Hasta Manana on YouTube
Hasta Manana on YouTube","Where is the spring and the summer
That once was yours and mine?
Where did it go?
I just don't know
But still my love for you will live forever

Hasta Manana 'til we meet again

Don't know where, don't know when

Darling, our love was much too strong to die

We'll find a way to face a new tomorrow

Hasta Manana, say we'll meet again

I can't do without you

Time to forget, send me a letter

Say you forgive, the sooner the better

Hasta Manana, baby, Hasta Manana, until then



Where is the dream we were dreaming

And all the nights we shared

Where did they go?

I just don't know

And I can't tell you just how much I miss you

Hasta Manana 'til we meet again

Don't know where, don't know when

Darling, our love was much too strong to die

We'll find a way to face a new tomorrow

Hasta Manana, say we'll meet again

I can't do without you

Time to forget, send me a letter

Say you forgive, the sooner the better

Hasta Manana, baby, Hasta Manana, until then



Hasta Manana, say we'll meet again

I can't do without you

Time to forget, send me a letter

Say you forgive, the sooner the better

Hasta Manana, baby, Hasta Manana, until then"
396245,Me and I,https://genius.com/Abba-me-and-i-lyrics,"“Me and I” is a song from ABBA’s 1980 album Super Trouper. As with much of ABBA’s 80s output, the song features use of a synthesizer, and some have classified the song as synthpop. Never released as a single, the song is often regarded by ABBA fans as one of their best album tracks. The song was written by ABBA members Benny Andersson and Björn Ulvaeus. The song can be considered to be an early electronic song. Anni-Frid Lyngstad handles the lead vocals.  Background  Recording began on 8 September 1980 and finished on 25 September 1980.[1] The track acquired the following two working titles: “Jackass” and “Piccolino”. It is the last song on the first side of Super Trouper.  In the book Bright Lights, Dark Shadows by Carl Magnus Palm, he wrote the following:   Critical reception  Abba – Uncensored on the Record described it as a “comparatively rarely heard song from the Super Trouper album”.[2] Bright Lights Dark Shadows: The Real Story of Abba described it as “the hidden gem” of the Super Trouper album.[3] Performances  The song has been performed on TV only once, on the ABBA TV Special, Dick Cavett meets ABBA, when ABBA performed this song live. The live rendition is included on the Thank You For The Music boxset released in 1994.","""Me and I"" is a song from ABBA's 1980 album Super Trouper. As with much of ABBA's 1980s output, the song features use of a synthesizer, and some have classified the song as synthpop. Anni-Frid Lyngstad sang the lead vocals.


== Background ==
Recording began on 8 September 1980 and finished on 25 September 1980. The track acquired the following two working titles: ""Jackass"" and ""Piccolino"". It is the last song on the first side of Super Trouper.
In his book Bright Lights, Dark Shadows, Carl Magnus Palm wrote the following:

""Bjorn's maturity as a lyricist was showcased in songs like 'The Winner Takes It All', and the hidden gem, 'Me and I', featuring an Eartha Kitt-inspired lead vocal by Frida, showed a hitherto secluded side of Björn's imagination. Its split personality theme - I am to myself what Jekyll must have been to Hyde - combined with Frida's forceful delivery put a welcome darker spin on ABBA's largely bright and wholesome universe. It was a more literal version of broodiness that coloured songs like 'SOS' and 'Knowing Me, Knowing You'.""

In the early 1980s, the instrumental section of the song was used as theme music to BBC television coverage of bowls.


== Critical reception ==
Abba - Uncensored on the Record described it as a ""comparatively rarely heard song from the Super Trouper album"". Bright Lights Dark Shadows: The Real Story of Abba described it as ""the hidden gem"" of the Super Trouper album.


== Performances ==
The song has been performed once, on the ABBA TV special, Dick Cavett Meets ABBA in 1981. The live rendition is included on the Thank You for the Music box set released in 1994.


== References ==","Sometimes when I'm mad
There's a part of me that seems to be a little sad
Sometimes when I scream
There's a voice in me that says, ""You shouldn't be so mean""
Oh no, oh no
Part of me is acting while the other stands beside

Yes, I am to myself what Jekyll must have been to Hyde



We're like sun and rainy weather

Sometimes we're a hit together

Me and I

Gloomy moods and inspiration

We're a funny combination

Me and I

I don't think I'm different or in any way unique

Think about yourself for a minute

And you'll find the answer in it

Everyone's a freak



Sometimes I have toyed

With ideas that I got from good old Dr. Freud

Nothing new of course

It may seem to you I try to break through open doors

Oh no, oh no

I just wanna say a lot of that applies to me

'Cause it's an explanation to my split identity



We're like sun and rainy weather

Sometimes we're a hit together

Me and I

Gloomy moods and inspiration

We're a funny combination

Me and I

I don't think I'm different or in any way unique

Think about yourself for a minute

And you'll find the answer in it

Everyone's a freak



Me and I...



We're like sun and rainy weather

Sometimes we're a hit together

Me and I

Gloomy moods and inspiration

We're a funny combination

Me and I

I don't think I'm different or in any way unique

Think about yourself for a minute

And you'll find the answer in it

Everyone's a freak



We're like sun and rainy weather

Sometimes we're a hit together

Me and I

Gloomy moods and inspiration

We're a funny combination

Me and I..."
396293,She’s My Kind of Girl,https://genius.com/Abba-shes-my-kind-of-girl-lyrics,"Written for the Swedish movie Inga II: The Seduction Of Inga, the song was recorded in November/December 1969, most likely at Europa Film Studios. The song was originally released in March 1970 as the first Björn and Benny single. Two years later it was released in Japan, hitting #1 and selling half a million copies. Because of that Benny and Björn were invited to perform in the World Popular Song Festival in Tokyo, November 1972 and they brought Frida and Agnetha with them.  The song was subsequently put on the B-side of the Swedish issue of ABBA’s “Ring Ring” (English Version) single, and on the Ring Ring album in some other countries (in spite of it having been recorded before ABBA was formed and featuring no contribution from ABBA’s other members, Agnetha Fältskog and Anni-Frid Lyngstad). The song is also unusual in that it is the only track in the entire catalogue that appears in fake stereo. To date, there is no known mono-only version.  This song was used in the soft porn film Inga II: The Seduction of Inga in 1971 (directed by Joseph W. Sarno), along with the song “Inga’s Theme”. This film was released in the U.S and Sweden, but became a bigger smash in the U.S.","""She's My Kind of Girl"" is a song written and performed by Benny Andersson and Björn Ulvaeus, who were later famous as members of ABBA.
Written for the Swedish movie Inga II: The Seduction Of Inga, the song was recorded in November/December 1969, most likely at Europa Film Studios. The song was originally released in March 1970 as the first Björn and Benny single. Two years later it was released in Japan, hitting #1 and selling half a million copies. Because of that Benny and Björn were invited to perform in the World Popular Song Festival in Tokyo, November 1972 and they brought Frida and Agnetha with them.
The song was subsequently put on the B-side of the Swedish issue of ABBA's ""Ring Ring"" (English Version) single, and on the Ring Ring album in some other countries (in spite of it having been recorded before ABBA was formed and featuring no contribution from ABBA's other members, Agnetha Fältskog and Anni-Frid Lyngstad). The song is also unusual in that it is the only track in the entire catalogue that appears in fake stereo. To date, there is no known mono-only version.
This song was used in the soft porn film Inga II: The Seduction of Inga in 1971 (directed by Joseph W. Sarno), along with the song ""Inga's Theme"". This film was released in the U.S and Sweden, but became a bigger smash in the U.S.


== Charts ==


== References ==","Look at her face, it's a wonderful face
And it means something special to me
Look at the way that she smiles when she sees me
How lucky can one fellow be?
She's just my kind of girl, she makes me feel fine

Who could ever believe that she could be mine?

She's just my kind of girl, without her I'm blue

And if she ever leaves me what could I do, what could I do?



And when we go for a walk in the park

And she holds me and squeezes my hand

We'll go on walking for hours and talking

About all the things that we plan



She's just my kind of girl, she makes me feel fine

Who could ever believe that she could be mine?

She's just my kind of girl, without her I'm blue

And if she ever leaves me what could I do, what could I do?



{repeat twice and fade}"
396289,S.O.S.,https://genius.com/Abba-sos-lyrics,"“SOS” was written by Benny Andersson, Björn Ulvaeus and Stig Anderson and was recorded at Glen Studio in Långängen, Sweden on 22–23 August 1974. The title itself was coined by Stig, though the lyrics he provided were re-written by Ulvaeus. “SOS” was among the first of three songs recorded for the group’s 1975 album, ABBA and the opening track of their classic Greatest Hits LP released at the end of the same year.  The song opens with a piano intro, followed by the first verse sung by Fältskog. Palm described it as ‘Agnetha’s first 'heartbreak classic, wherein the tear-filled vocal delivery, her trademark, would blend an Anglo-Saxon pop melody, with a dash of Swedish melancholy.  Lyricist Ulvaeus has said that, after three years of trying to figure out what style would define them, ABBA found its identity as a pop group with the release of “SOS”. While Palm described it as ‘pure ABBA’.  During the band’s first visit to the United States, ABBA performed “SOS” on the long-running television program American Bandstand on 15 November 1975. The promotional video was directed by Lasse Hallström and released in the same year, along with the single.",No Wikipedia annotation found (artist name not mentioned),"Where are those happy days, they seem so hard to find
I tried to reach for you, but you have closed your mind
Whatever happened to our love?
I wish I understood
It used to be so nice, it used to be so good

So when you're near me, darling can't you hear me

S. O. S.

The love you gave me, nothing else can save me

S. O. S.

When you're gone

How can I even try to go on?

When you're gone

Though I try how can I carry on?



You seem so far away though you are standing near

You made me feel alive, but something died I fear

I really tried to make it out

I wish I understood

What happened to our love, it used to be so good



So when you're near me, darling can't you hear me

S. O. S.

The love you gave me, nothing else can save me

S. O. S.

When you're gone

How can I even try to go on?

When you're gone

Though I try how can I carry on?



So when you're near me, darling can't you hear me

S. O. S.

And the love you gave me, nothing else can save me

S. O. S.

When you're gone

How can I even try to go on?

When you're gone

Though I try how can I carry on?

When you're gone

How can I even try to go on?

When you're gone

Though I try how can I carry on?"
395818,Elaine,https://genius.com/Abba-elaine-lyrics,"“Elaine” was first released as the B-side to the 1980 single “The Winner Takes It All”. It was not included on any of their original albums but was later included as a bonus track on the 2001 reissue of Super Trouper.  ABBA: Let the Music Speak describes “Elaine” as a “bold and brazen up-tempo number”, adding that it has a “wealth of treated synth effects”. The pace remains the same throughout the song, and the intro has a “melodic riff that is squeezed and contorted over a series of suspended chords”. This is followed by a “whistlable refrain”. At the end of the second verse, the synths mimic the girls' voices.  Lyrically, the song explores darker themes, diverging from ABBA’s typical upbeat pop sound to delve into the story of a woman named Elaine, who is depicted as trapped in an oppressive situation, metaphorically living in a “dead-end street” with her hands and feet tied. The lyrics paint a vivid picture of inevitability and despair, using the imagery of a “goldfish in a bowl” to symbolize a life under constant scrutiny and devoid of privacy. ","Elaine may refer to:


== Arts and entertainment ==
Elaine (opera), opera composed by Herman Bemberg
""Elaine"" (short story), 1945 short story by J. D. Salinger
""Elaine"" (song), by ABBA


== Places ==
Elaine, Victoria, a town in Australia
Elaine, Arkansas, a US city


== People ==
Elaine (given name), real people and fictional characters with the given name
Elaine (legend), name shared by several different female characters in Arthurian legend, including:
Elaine of Astolat
Elaine of Corbenic
Elaine (singer), South African singer


== See also ==
Elaine's, a New York City restaurant
The Exploits of Elaine, 1914 film serial in the genre of The Perils of Pauline
""Miss Elaine"", song by Run–D.M.C. from the album Tougher Than Leather","You hate, you scream, you swear
And still you never reach him
You curse, you try to scare
But you can never teach him
It's a dead end street
They tie your hands and tie your feet

And the street is narrow

A nowhere lane

A nowhere train for Elaine, Elaine, Elaine



Elaine, Elaine, Elaine

You know they're gonna get you

You try to break away

But they will never let you

It's a dead end street

They tie your hands and tie your feet

And the street is narrow

A nowhere lane

A nowhere train for Elaine, Elaine, Elaine

You're like a goldfish in a bowl

Elaine, Elaine, Elaine

They have your mind, they'll take your soul



You come, you stay, you go

It really doesn't matter

You've done it all before

By now they'll know the pattern

It's a dead end street

They tie your hands and tie your feet

And the street is narrow

A nowhere lane

A nowhere train for Elaine, Elaine, Elaine

You're like a goldfish in a bowl

Elaine, Elaine, Elaine

They have your mind, they'll take your soul

Now that you're gone, you know they're gonna get you

Now that you're gone, you know they'll never let you



It's a dead end street

They tie your hands and tie your feet

And the street is narrow

A nowhere lane

A nowhere train for Elaine, Elaine, Elaine

You're like a goldfish in a bowl

Elaine, Elaine, Elaine

They have your mind, they'll take your soul

Now that you're gone, you know they're gonna get you

Now that you're gone, you know they'll never let you"
396307,Super Trouper,https://genius.com/Abba-super-trouper-lyrics,"“Super Trouper” is one of the most addictive pop numbers of ABBA. At first called “Blinka lilla stjärna” (Swedish version of popular nursery rhyme ‘Twinkle Twinkle Little Star’, this hit single was the title track from ABBA’s 1980 studio album  . The song was written by Benny Andersson and Björn Ulvaeus with lead vocals from Anni-Frid Lyngstad.    “Super Trouper” is a part of the   compilation, as well as in the   musical.  Super Troupers are huge spotlights used in stadium concerts and events. As popular ABBA was, the foursome were not really fond of performing onstage and liked performing in studios rather than going on tour. The idea is reflected in this song, which has an upbeat tempo while the lyrics take a more lonely approach to stardom.  “Super Trouper” topped the charts in West Germany, Great Britain, Belgium, Ireland and the Netherlands. It was among the top 5 in Austria, France, Norway, and Switzerland, while it remained in Top 10 in Finland and Spain. It remains one of the most played songs of ABBA on YouTube.","Super Trouper may refer to:

Super Trouper (album), by the pop group ABBA
""Super Trouper"" (song), from that same album
""Super Trouper"", a song by Deep Purple on the album Who Do We Think We Are
Super Trouper (spotlight), a brand of spotlight


== See also ==
Super Trooper, a fictional character in the G.I. Joe universe
Super Troopers, a 2001 comedy film","Super Trouper beams are gonna blind me
But I won't feel blue
Like I always do
'Cause somewhere in the crowd there's you
I was sick and tired of everything

When I called you last night from Glasgow

All I do is eat and sleep and sing

Wishing every show was the last show

(Wishing every show was the last show)

So imagine I was glad to hear you're coming

(Glad to hear you're coming)

Suddenly I feel all right

(And suddenly it's gonna be)

And it's gonna be so different

When I'm on the stage tonight



Tonight the

Super Trouper lights are gonna find me

Shining like the sun

(Sup-p-per Troup-p-per)

Smiling, having fun

(Sup-p-per Troup-p-per)

Feeling like a number one

Tonight the

Super Trouper beams are gonna blind me

But I won't feel blue

(Sup-p-per Troup-p-per)

Like I always do

(Sup-p-per Troup-p-per)

'Cause somewhere in the crowd there's you



Facing twenty thousand of your friends

How can anyone be so lonely

Part of a success that never ends

Still I'm thinking about you only

(Still I'm thinking about you only)

There are moments when I think I'm going crazy

(Think I'm going crazy)

But it's gonna be alright

(You'll soon be changing everything)

Everything will be so different

When I'm on the stage tonight



Tonight the

Super Trouper lights are gonna find me

Shining like the sun

(Sup-p-per Troup-p-per)

Smiling, having fun

(Sup-p-per Troup-p-per)

Feeling like a number one

Tonight the

Super Trouper beams are gonna blind me

But I won't feel blue

(Sup-p-per Troup-p-per)

Like I always do

(Sup-p-per Troup-p-per)

'Cause somewhere in the crowd there's you



So I'll be there when you arrive

The sight of you will prove to me I'm still alive

And when you take me in your arms

And hold me tight

I know it's gonna mean so much tonight



Tonight the

Super Trouper lights are gonna find me

Shining like the sun

(Sup-p-per Troup-p-per)

Smiling, having fun

(Sup-p-per Troup-p-per)

Feeling like a number one

Tonight the

Super Trouper beams are gonna blind me

But I won't feel blue

(Sup-p-per Troup-p-per)

Like I always do

(Sup-p-per Troup-p-per)

'Cause somewhere in the crowd there's you"
2154034,The King Has Lost His Crown,https://genius.com/Abba-the-king-has-lost-his-crown-lyrics,"The King Has Lost His Crown is a song by Swedish group ABBA, released on their 1979 album Voulez-Vous. Synopsis  The song is a “vengeful ballad” whose lyrics are an allegory to describe the end of a relationship.[1]   Critical reception  On his book Abba – Uncensored on the Record, John Tobler said the song “appeared to be much more personal than many of the group’s previous songs”.[1] The Sydney Morning Herald said the “The King Has Lost His Crown” is “an interesting song with some neat variations in style”.[2] Internet reviewer George Starostin said it “is simply way too pompous and ambitious to be endured”.[3] ABBA biograph Carl Magnus Palm said “Perhaps there’s … a sense of ""undiscovered gem” about [Voulez-Vous], simply because what I feel were the best tracks were never international single A-sides, such as ‘As Good As New’, ‘The King Has Lost His Crown’ and ‘If It Wasn’t For The Nights’.“[4]","""The King Has Lost His Crown"" is a song by Swedish group ABBA, released on their 1979 album Voulez-Vous. It was also the B-side of the non-album single ""Gimme! Gimme! Gimme! (A Man After Midnight)"".


== Synopsis ==
The song is a ""vengeful ballad"" whose lyrics are an allegory to describe the end of a relationship.


== Critical reception ==
On his book Abba – Uncensored on the Record, John Tobler said the song ""appeared to be much more personal than many of the group's previous songs"". The Sydney Morning Herald said ""The King Has Lost His Crown"" is ""an interesting song with some neat variations in style"". Internet reviewer George Starostin said it ""is simply way too pompous and ambitious to be endured"". ABBA biograph Carl Magnus Palm said ""Perhaps there's ... a sense of ""undiscovered gem"" about [Voulez-Vous], simply because what I feel were the best tracks were never international single A-sides, such as 'As Good as New', 'The King Has Lost His Crown' and 'If It Wasn't for the Nights'.""


== References ==","Ahhhaaaa...
I believe your new girl turned you down 
And they say she's pushing you around 
How does it feel, I guess it hurts your pride 
Tell me my friend how many nights you cried 



Disaster and disgrace 

The king has lost his crown 

Suddenly 

He's clumsy like a clown 

Aaaaah 

The world is upside down 

The king has lost his crown 



Was it hard to step down from your throne 

And to know tonight you're all alone 

Oh what a shame, you really want that girl 

She doesn't care, still you just dream of her 



Disaster and disgrace 

The king has lost his crown 

Suddenly 

He's clumsy like a clown 

Ha-aaaahh 

The world is upside down 

The king has lost his crown 



Disaster and disgrace 

The word is all around 

Suddenly 

He's clumsy like a clown 

Aaaaaaa-ah 

The world is upside down 

The king has lost his crown"
